name
"""Weird Al"" Yankovic"
50 Cent
Julianne White
Julie 'Jules' Urich
Julie Anderson
Julie Andrews
Julie Ann Emery
Julie Araskog
Julie Ariola
Julie Bataille
Julie Benz
Julie Bishop
Julie Bovasso
Julie Bowen
Julie Brandt-Richards
Julie Christie
Julie Cox
Julie Davis
Julie Dawn Cole
Julie Delpy
Julie Dreyfus
Julie Engelbrecht
Julie Ferrier
Julie Gonzalo
Julie Hagerty
Julie Harris
Julie Kavner
Julie Khaner
Julie Michaels
Julie Mintz
Julie Osburn
Julie Patterson
Julie Patzwald
Julie R. Ølgaard
Julie Strain
Julie Walters
Julie White
Julie-Marie Parmentier
Julien Lucas
Julien Maurel
Juliet Aubrey
Juliet Howland
Juliet Oldfield
Juliet Rylance
Juliet Stevenson
Julietta Novis
Juliette Binoche
Juliette Cummins
Juliette Lewis
Julio Bekhor
Julio C. Peña
Julio Cedillo
Julio Oscar Mechoso
Julio Perillán
Julio Sandoval
Julissa Lopez
Julito McCullum
Julius Callahan
Julius Carry
Julius Harris
Julius Ritter
Jullian Roy Doster
Jumayn Hunter
Jun Hee Lee
Jun Ji-hyun
Jun Kunimura
June Carter Cash
June Diane Raphael
June Foray
June Havoc
June Jago
June Kyoto Lu
June Lockhart
June Squibb
Juney Smith
Jung Jae-young
Jung Joon-ho
Jung Woo-sung
Juno Temple
Juris Laucinsh
Jurnee Smollett
Justice Smith
Justin Bartha
Justin Berfield
Justin Bieber
Justin Brady
Justin Braine
Justin Case
Justin Chadwick
Justin Chambers
Justin Chatwin
Justin Chon
Justin Dreyfuss
Justin Elvin
Justin Gordon
Justin Gorence
Justin Guarini
Justin Hackney
Justin Hall
Justin Kirk
Justin Kline
Justin Lazard
Justin Long
Justin Mader
Justin Martin
Justin McGuire
Justin Monjo
Justin Pierce
Justin Price
Justin Rice
Justin Theroux
Justin Timberlake
Justin Urich
Justin Welborn
Justin Whalin
Justin X. McAvoy
Justina Machado
Justine Herron
Justine Johnston
Justine Waddell
Juston Street
Justus von Dohnányi
Jusuf Kalla
Jyoti Dogra
Jérémie Quaegebeur
Jérémie Renier
Jérôme Commandeur
Jérôme Deschamps
Jérôme Kircher
Jérôme Le Banner
Jørgen Langhelle
Jürgen Holtz
Jürgen Prochnow
Jürgen Tonkel
Jürgen Vogel
Jüri Järvet
K. C. Collins
K. C. Martel
K. D. Aubert
KaDee Strickland
Kabir Bedi
Kacey Clarke
Kad Merad
Kadeem Hardison
Kaden Leos
Kaela C. Pabon
Kagiso Kuypers
Kahiry Bess
Kai Lennox
Kai Wulff
Kaili Vernoff
Kaira Akita
Kaitlin Brown
Kaitlin Doubleday
Kaitlin Olson
Kaitlyn Dever
Kaitlyn Dias
Kaitlyn Maher
Kaitlyn Wong
Kajol
Kaki Hunter
Kal Bennett
Kal Penn
Kala Alexander
Kalafatic Poole
Kalani Queypo
Kaley Cuoco
Kali Hawk
Kali Rocha
Kalinka Petrie
Kalki Koechlin
Kamal Ahmed
Kamatari Fujiwara
Kamber Hejlik
Kamil McFadden
Kamini Khanna
Kandice Stroh
Kane Hodder
Kane Kosugi
Kang Hye-jung
Kang Seong-jin
Kang Shin-il
Kang Ye-won
Kangana Ranaut
Kaniehtiio Horn
Kanji Tsuda
Kaori Momoi
Kaoru Kobayashi
Kara Hayward
Karan Brar
Karan Sharma
Karan Soni
Kareem Abdul-Jabbar
Kareem J. Grimes
Kareena Kapoor
Karel Roden
Karen Allen
Karen Austin
Karen Baum
Karen Black
Karen David
Karen Disher
Karen Dotrice
Karen Duffy
Karen Ford
Karen Fukuhara
Karen Gillan
Karen Kirschenbauer
Karen Kopins
Karen McLymont
Karen Mendelson
Karen Mok
Karen Pittman
Karen Teliha
Karen Young
Karena Ng
Kari J. Kramer
Kari Keegan
Kari Matchett
Kari Sylwan
Kari Wuhrer
Karin Anna Cheung
Karin Dor
Karin Konoval
Karin Viard
Karina Fernandez
Karina Lombard
Karine Teles
Kario Salem
Karis Paige Bryant
Karisma Kapoor
Karissa Shannon
Karl Bruckschwaiger
Karl Claude
Karl Collins
Karl Dane
Karl E. Landler
Karl Geary
Karl Girolamo
Karl Glusman
Karl Hardman
Karl Hoffmeister
Karl John
Karl Johnson
Karl Malden
Karl Markovics
Karl Michael Vogler
Karl Pruner
Karl Sundby
Karl Thaning
Karl Urban
Karl Yune
Karla Souza
Karole Rocher
Karolina Wydra
Karoline Eckertz
Karoline Herfurth
Karra Elejalde
Karyn Parsons
Kasey Ryne Mazak
Kashish
Kasi Lemmons
Kasia Smutniak
Kassidy Serbus
Kassie DePaiva
Kat Dennings
Kat Graham
Katarina Cas
Katarina Garcia
Katarina Witt
Katarzyna Wolejnio
Kate Ashfield
Kate Bayley
Kate Beahan
Kate Beckinsale
Kate Bosworth
Kate Burton
Kate Butler
Kate Capshaw
Kate Connor
Kate Dickie
Kate Dollenmayer
Kate Forbes
Kate Graham
Kate Greenhouse
Kate Hardie
Kate Hewlett
Kate Higgins
Kate Hudson
Kate Jennings Grant
Kate Kneeland
Kate Lynch
Kate Lynn Evans
Kate Maberly
Kate Magowan
Kate Mara
Kate McKinnon
Kate Micucci
Kate Miner
Kate Nauta
Kate Nelligan
Kate Nowlin
Kate Reid
Kate Shindle
Kate Siegel
Kate Stafford
Kate Sullivan
Kate Trotter
Kate Upton
Kate Vernon
Kate Walsh
Kate Winslet
Kate del Castillo
Katee Sackhoff
Katelynn Rodriguez
Katerina Mikailenko
Katey Grace
Katey Sagal
Kath Soucie
Katharina Damm
Katharine Houghton
Katharine Isabelle
Katharine McPhee
Katharine Ross
Katharine Towne
Katherine Bailess
Katherine Boecher
Katherine Borowitz
Katherine Cunningham-Eves
Katherine Heigl
Katherine Helmond
Katherine Kendall
Katherine LaNasa
Katherine McNamara
Katherine Moennig
Katherine O'Sullivan
Katherine Parkinson
Katherine Waterston
Katheryn Winnick
Kathi Copeland
Kathleen Chalfant
Kathleen Freeman
Kathleen Gati
Kathleen Key
Kathleen Kinmont
Kathleen Mackey
Kathleen Marshall
Kathleen McDermott
Kathleen Munroe
Kathleen Quinlan
Kathleen Renish
Kathleen Robertson
Kathleen Rose Perkins
Kathleen Turner
Kathleen Wilhoite
Kathleen York
Kathrine Narducci
Kathryn Burns
Kathryn Dowling
Kathryn Erbe
Kathryn Fiore
Kathryn Grayson
Kathryn Hahn
Kathryn Harrold
Kathryn Hunter
Kathryn Joosten
Kathryn McCormick
Kathryn Metz
Kathryn Morris
Kathryn Newton
Kathryn Stockwood
Kathy Baker
Kathy Bates
Kathy Burke
Kathy Ferrick
Kathy Griffin
Kathy Ireland
Kathy Najimy
Kathy Searle
Kathy Staff
Kathy Steinberg
Kathy Uyen
Kathy Wittes
Kati Outinen
Katia Winter
Katie Aselton
Katie Cassidy
Katie Cleary
Katie Condidorio
Katie Featherston
Katie Holmes
Katie Jarvis
Katie Parker
Katie Peterson
Katie Sagona
Katie Schlossberg
Katie Silverman
Katie Singleton
Katie Stegeman
Katie Wright
Katja Riemann
Katja Škofić
Katlin Tyler
Katrin Cartlidge
Katrin Sass
Katrina Bowden
Katrina Kaif
Katrina Law
Katsuni
Katsuo Nakamura
Katt Williams
Katy Barker
Katy Breier
Katy Clayton
Katy Jurado
Katy Mixon
Katy Murphy
Katy Perry
Katya Blumenberg
Katya Virshilas
Kaupena Miranda
Kavan Smith
Kavi Raz
Kavita Patil
Kay Goldberg
Kay Kay Menon
Kay Panabaker
Kay Siu Lim
Kay Tong Lim
Kaya Scodelario
Kayden Kross
Kayla Ewell
Kayla Jackson
Kayla Raparelli
Kaylee DeFer
Kayvan Novak
Kazuhiro Kamifuji
Kazuki Namioka
Kazuko Shibata
Kazunari Ninomiya
Kazushige Nagashima
Kazuyoshi Minamimagoe
Keanu Reeves
Keegan Allen
Keegan Boos
Keegan Connor Tracy
Keegan-Michael Key
Keeley Hawes
Keenan Wynn
Keene McRae
Keenen Ivory Wayans
Kei Yamamoto
Keiko Green
Keiko Seiko
Keiko Tsushima
Keir Dullea
Keir Gilchrist
Keir Knight
Keir O'Donnell
Keira Knightley
Keisha Castle-Hughes
Keith Allen
Keith Bogart
Keith Campbell
Keith Carradine
Keith Cavill
Keith Chin
Keith Cooke
Keith Dallas
Keith David
Keith Gordon
Keith Knight
Keith Loneker
Keith MacKechnie
Keith Richards
Keith Robinson
Keith Scott
Keith Stallworth
Keith Wayne
Keith-Lee Castle
Keiynan Lonsdale
Keke Palmer
Kel Mitchell
Kel O'Neill
Kelan Pannell
Kelen Coleman
Kellan Lutz
Kellee Stewart
Kelley Menighan Hensley
Kelli Barrett
Kelli Garner
Kelli Williams
Kellie Geradi
Kellie Martin
Kellita Smith
Kelly Adams
Kelly Aldridge
Kelly Blatz
Kelly Brook
Kelly Carlson
Kelly Chen
Kelly Clarkson
Kelly Coffield Park
Kelly Collins Lintz
Kelly Curran
Kelly Gichohi
Kelly Hu
Kelly Jo Charge
Kelly Jo Minter
Kelly LeBrock
Kelly Lin
Kelly Lynch
Kelly Macdonald
Kelly McGillis
Kelly Miller
Kelly O'Neal
Kelly Osbourne
Kelly Overton
Kelly Paterniti
Kelly Preston
Kelly Reilly
Kelly Reno
Kelly Rowan
Kelly Rowland
Kelly Sarah
Kelly Slater
Kelly Vitz
Kelly Ward
Kellyann Kelso
Kelsey Deanne
Kelsey Ford
Kelsey Grammer
Kelsey Keel
Kelsey Kemper
Kelsey Lewis
Kelvin Davis
Kemaya Kidwai
Ken Baker
Ken Bevel
Ken Bones
Ken Davis
Ken Davitian
Ken Del Vecchio
Ken Duken
Ken Evert
Ken Foree
Ken Garito
Ken Griffey
Ken Howard
Ken Hutchison
Ken Jenkins
Ken Jeong
Ken Kirzinger
Ken Leung
Ken Lo
Ken Marino
Ken Marshall
Ken Medlock
Ken Moreno
Ken Murray
Ken Olandt
Ken Roht
Ken Sagoes
Ken Sansom
Ken Siu
Ken Stott
Ken Takakura
Ken Van Sant
Ken Watanabe
Ken White
Ken'ichi Nagira
Kenan Hudaverdi
Kenan Thompson
Kendra Andrews
Kendra Sue Waldman
Kengo Kora
Kenn Scott
Kennedy Waite
Kenneth Branagh
Kenneth Choi
Kenneth Colley
Kenneth Cranham
Kenneth Franklin
Kenneth Haigh
Kenneth Maharaj
Kenneth Mars
Kenneth McMillan
Kenneth Nkosi
Kenneth Ransom
Kenneth Tigar
Kenneth Tobey
Kenneth Tsang
Kenneth Welsh
Kenny Alfonso
Kenny Baker
Kenny Calderon
Kenny Chin
Kenny Johnston
Kenny Ortega
Kenny Vadas
Kenny Wong Tak-Ban
Kent Cheng
Kent McCord
Kent Nolan
Kent Williams
Kenya Jo Kennedy
Kenya Sawada
Keon Mohajeri
Keone Young
Keri Hilson
Keri Lynn Pratt
Keri Moran
Keri Nelson
Keri Pisapia
Keri Russell
Kermit Murdock
Kerr Smith
Kerri Kenney-Silver
Kerrie Keane
Kerrigan Mahan
Kerris Dorsey
Kerry Beyer
Kerry Bishé
Kerry Condon
Kerry Fox
Kerry Knuppe
Kerry O'Malley
Kerry Peacock
Kerry Rossall
Kerry Skalsky
Kerry Walker
Kerry Washington
Kesha Reed
Keshia Knight Pulliam
Kestie Morassi
Kesun Loder
Kett Turton
Kevan Kase
Kevin Alejandro
Kevin Allen
Kevin Anderson
Kevin Bacon
Kevin Barnes
Kevin Breznahan
Kevin Brophy
Kevin Carroll
Kevin Chamberlin
Kevin Chapman
Kevin Clash
Kevin Connolly
Kevin Conway
Kevin Cooney
Kevin Corrigan
Kevin Costner
Kevin Covais
Kevin Crowley
Kevin Daniels
Kevin Dillon
Kevin Downes
Kevin Dunn
Kevin Durand
Kevin Eldon
Kevin Farley
Kevin Furlong
Kevin G. Schmidt
Kevin Gage
Kevin Grevioux
Kevin Haberer
Kevin Hagan
Kevin Hart
Kevin Heffernan
Kevin Hernandez
Kevin Howarth
Kevin J. O'Connor
Kevin James
Kevin Kent
Kevin Kilner
Kevin King
Kevin Kline
Kevin Kolack
Kevin Kunkel
Kevin Lee
Kevin Leslie
Kevin Lima
Kevin M. Brennan
Kevin McAfee
Kevin McAlinden
Kevin McCarthy
Kevin McDonald
Kevin McGowan
Kevin McHale
Kevin McKidd
Kevin McNally
Kevin McNulty
Kevin Michael Richardson
Kevin Nash
Kevin Nealon
Kevin O'Brien
Kevin Patrick Walls
Kevin Peter Hall
Kevin Phillips
Kevin Pollak
Kevin Rahm
Kevin Rankin
Kevin Richardson
Kevin Rivera
Kevin Smith
Kevin Sorbo
Kevin Spacey
Kevin Spirtas
Kevin Sussman
Kevin Tighe
Kevin Vance
Kevin Weisman
Kevin Whately
Kevin Zegers
Kevon Kane
Kevork Malikyan
Keye Luke
Khadijah Haqq
Khaira Arby
Khaldoun Elmecky
Khalid Abdalla
Khalid Laith
Khalid Rivera
Khamani Griffin
Khandi Alexander
Khanh Doan
Khary Payton
Kherington Payne
Khleo Thomas
Khulan Chuluun
Khylin Rhambo
Ki Hong Lee
Kia Jam
Kiana Tom
Kiara Advani
Kick Gurry
Kid Rock
Kiefer Sutherland
Kiele Sanchez
Kiely Williams
Kieran Aherne
Kieran Culkin
Kieran Darcy-Smith
Kieran O'Brien
Kieran O'Rorke
Kiernan Shipka
Kiersey Clemons
Kiersten Warren
Kierston Wareing
Kim Adams
Kim Baldwin
Kim Basinger
Kim Bodnia
Kim Bu-seon
Kim Byeong-ok
Kim Cattrall
Kim Chan
Kim Coates
Kim Darby
Kim De Angelo
Kim DeLong
Kim Delaney
Kim Dickens
Kim Director
Kim Greist
Kim Hamilton
Kim Harris
Kim Hawthorne
Kim Hidalgo
Kim Hunter
Kim Hwan-hee
Kim Kwang-il
Kim Ly
Kim Matula
Kim McGarrity
Kim Myers
Kim Poirier
Kim Raver
Kim Rhodes
Kim Richards
Kim Roberts
Kim Robillard
Kim Shaw
Kim Smith
Kim Staunton
Kim Sun-a
Kim Wayans
Kim Wylie
Kim-Maree Penn
Kimberley Kates
Kimberley Nixon
Kimberly Beck
Kimberly Brooks
Kimberly Elise
Kimberly Guerrero
Kimberly Harsch
Kimberly Howe
Kimberly J. Brown
Kimberly Quinn
Kimberly Rowe
Kimberly Scott
Kimberly Varadi
Kimberly Williams-Paisley
Kimia Hosseini
Kimiko Glenn
Kimmy Robertson
Kimora Lee
Kiowa Gordon
Kip Niven
Kip Pardue
Kipleigh Brown
Kipley Wentz
Kiran Pande
Kiran Shah
Kirby Bliss Blanton
Kirby Heyborne
Kirk Acevedo
Kirk Baily
Kirk Baltz
Kirk Cameron
Kirk Douglas
Kirk Fox
Kirk Hammett
Kirk Jones
Kirk Sisco
Kirk Trutner
Kirpatrick Thomas
Kirron Kher
Kirsten Anderson-Lopez
Kirsten Baker
Kirsten Dunst
Kirsten Olson
Kirsten Prout
Kirstie Alley
Kiruna Stamell
Kishan Tiwari
Kit Harington
Kitana Baker
Kitty Winn
Kitty Zhang Yuqi
Kitu Gidwani
Kiyoshi Kobayashi
Kiyoshi Kodama
Kiều Chinh
Kjartan Ragnarsson
Kjell Nilsson
Kjell Stormoen
Klaus Bondam
Klaus Löwitsch
Klaus Maria Brandauer
Klaus Wennemann
Klinton Spilsbury
Knox White
Knut Nærum
Ko Ah-sung
Koba Hayashi
Kodi Smit-McPhee
Kofi Siriboe
Kohl Sudduth
Koji Yakusho
Koko
Koleman Stinger
Kong Jiu
Konstantin Khabenskiy
Konstantin Lavronenko
Kopi Sotiropulos
Kostja Ullmann
Kou Shibasaki
Koyuki
Krafft-Raschig
Kreeta Taponen
Kris Eivers
Kris Kristofferson
Kris Lemche
Kris Lord
Kris Marshall
Kris Park
Kriss Dosanjh
Krista Allen
Krista Bridges
Krista Errickson
Krista Madison
Krista Morin
Kristanna Loken
Kristbjörg Kjeld
Kristen Bell
Kristen Cloke
Kristen Connolly
Kristen Hager
Kristen Johnston
Kristen Miller
Kristen Quintrall
Kristen Rakes
Kristen Riley
Kristen Schaal
Kristen Shaw
Kristen Stewart
Kristen Wharton
Kristen Wiig
Kristen Williams
Kristen Wilson
Kristi Clainos
Kristian Bruun
Kristin Adams
Kristin Blegen
Kristin Booth
Kristin Chenoweth
Kristin Davis
Kristin Holby
Kristin Kreuk
Kristin Lehman
Kristin Mellian
Kristin Minter
Kristin Neff
Kristin Scott Thomas
Kristin Slaysman
Kristina Anapau
Kristina Krepela
Kristina Nicoll
Kristina Pesic
Kristina Shannon
Kristina Wayborn
Kristoffer Cooper
Kristoffer Joner
Kristoffer Polaha
Kristopher Lofton
Kristy Flores
Kristy Swanson
Kristyan Ferrer
Kristyn Mae-Anne Lao
Krysta Rodriguez
Krystal Ellsworth
Krystal Mayo
Krystal Rodriguez
Krysten Ritter
Krystle Connor
Krystyna Ahlers
Kryštof Hádek
Ksenia Solo
Kulbhushan Kharbanda
Kumail Nanjiani
Kumar Gaurav
Kumar Pallana
Kunaal Roy Kapur
Kunal Kapoor
Kunal Sharma
Kuno Becker
Kurt Angle
Kurt Cole
Kurt Egelhof
Kurt Fuller
Kurt Kasznar
Kurt Max Runte
Kurt Naebig
Kurt Russell
Kurt Schiegl
Kurtis Blow
Kurtwood Smith
Kurupt
Kwak Do-won
Kwasi Songui
Kwesi Ameyaw
Kwon Yea-young
Kya Haywood
Kyalo Mativo
Kyan DuBois
Kyla Deaver
Kyla Pratt
Kyle Bornheimer
Kyle Catlett
Kyle Chandler
Kyle Davis
Kyle Gallner
Kyle Gass
Kyle Harrison Breitkopf
Kyle Hoskins
Kyle Labine
Kyle MacLachlan
Kyle Mooney
Kyle Richards
Kyle Russell Clements
Kyle Sabihy
Kyle Schmid
Kyle Stanger
Kyle Sullivan
Kyle T. Heffner
Kylie Bunbury
Kylie Minogue
Kylie Rogers
Kym Gyngell
Kym Whitley
Kyndall Ferguson
Kyra Dutt
Kyra Mladeck
Kyra Nichols
Kyra Schon
Kyra Sedgwick
Kyrre Haugen Sydness
Kyôko Kagawa
Kōichi Kitamura
L. Derek Leonidoff
L. Scott Caldwell
L.Q. Jones
LL Cool J
La La Anthony
La Niña
LaChanze
LaJessie Smith
LaTanya Richardson
Lacey Beeman
Lacey Chabert
Lachy Hulme
Laci J Mailey
Ladislav Beran
Lady Chablis
Lady Gaga
Laetitia Casta
Laila Ali
Laila Haley
Laila Mrabti
Laine MacNeil
Lainie Kazan
Laird Hamilton
Laith Nakli
Lake Bell
Lalaine
Lalita Ahmed
Lally Cadeau
Lalor Roddy
Lam Suet
Lam Tze-Chung
Lambert Wilson
Lamman Rucker
Lana Rahman
Lana Wood
Lance Armstrong
Lance Bass
Lance Crouther
Lance E. Nichols
Lance Frank
Lance Gross
Lance Guest
Lance Henriksen
Lance LeGault
Lance Percival
Lance Reddick
Lancelot Perrin
Landon Liboiron
Landon Pigg
Landry Bender
Lane Smith
Lane Styles
Lanei Chapman
Langley Kirkwood
Lar Park Lincoln
Lara Dutta
Lara Flynn Boyle
Lara Grice
Lara Harris
Lara Jean Chorostecki
Lara Jill Miller
Lara Lindsay
Lara Robinson
Lara Steinick
Laraine Day
Laraine Newman
Laramie Eppler
Larenz Tate
Lari White
Larisa Oleynik
Larissa Laskin
Larissa Stadnichuk
Lark Voorhies
Larnell Stovall
Larry Bagby
Larry Berry
Larry Bird
Larry Bishop
Larry Blamire
Larry Brandenburg
Larry Bryggman
Larry Clarke
Larry David
Larry Fessenden
Larry Fine
Larry Gates
Larry Gilman
Larry Hagman
Larry Hankin
Larry Holden
Larry Joe Campbell
Larry Joshua
Larry Klein
Larry Miller
Larry Mullen Jr.
Larry Neumann Jr.
Larry Pennell
Larry Pine
Larry Poindexter
Larry Reese
Larry Zerner
Larry the Cable Guy
Lars Arentz-Hansen
Lars Hjelm
Lars Hjortshøj
Lars Mikkelsen
Lars Ranthe
Lars Rudolph
Lars Ulrich
Lasse Fogelstrøm
Lasse Valdal
Lateef Crowder
Latham Gaines
Lau Ching-Wan
Lau Siu-Ming
Laura Allen
Laura Benanti
Laura Bertram
Laura Breckenridge
Laura Cayouette
Laura Chinn
Laura Covelli
Laura De Marchi
Laura Dern
Laura Domínguez
Laura Fraser
Laura Freeman
Laura Gerow
Laura Harring
Laura Harrington
Laura Harris
Laura Hope Crews
Laura House
Laura Hughes
Laura Innes
Laura Johnson
Laura Kightlinger
Laura Kirk
Laura Linney
Laura Londoño
Laura Marano
Laura Mennell
Laura Monaghan
Laura Morante
Laura Pallas
Laura Prepon
Laura Putnam
Laura Pyper
Laura Ramsey
Laura Regan
Laura San Giacomo
Laura Silverman
Laura Vandervoort
Laura Vasiliu
Laura de Carteret
Laure Calamy
Laure Mattos
Laurel Bryce
Laurel Holloman
Laurel Near
Lauren Alfano
Lauren Ambrose
Lauren Ash
Lauren Ashley Carter
Lauren Bacall
Lauren Bittner
Lauren Bowles
Lauren C. Mayhew
Lauren Cohan
Lauren Cohn
Lauren Esposito
Lauren Fox
Lauren German
Lauren Gottlieb
Lauren Graham
Lauren Hodges
Lauren Holly
Lauren Hutton
Lauren Lapkus
Lauren Leah Mitchell
Lauren Lee Smith
Lauren Leech
Lauren London
Lauren Macklin
Lauren Miller
Lauren Pennington
Lauren Richardson
Lauren Storm
Lauren Tom
Lauren Walsh
Lauren-Marie Taylor
Laurence Ashley
Laurence Barry
Laurence Fishburne
Laurence Fox
Laurence Kinlan
Laurence Luckinbill
Laurence Mason
Laurence Olivier
Laurent Capelluto
Laurent Lafitte
Laurent Poitrenaux
Laurie Holden
Laurie Metcalf
Laurie Simmons
Lauryn Hill
Lavelle Roby
Lawrence Dane
Lawrence Gilliard Jr.
Lawrence Howard Levy
Lawrence Kao
Lawrence Kasdan
Lawrence Makoare
Lawrence Monoson
Lawrence Taylor
Lawrence Tierney
Lawrence Turner
Layke Anderson
Layla Jama
Laz Alonso
Lazar Dubovik
Lazar Ristovski
Laëtitia Spigarelli
LeAnn Rimes
LeBron James
LeVar Burton
Lea Coco
Lea Kurka
Lea Michele
Lea Salonga
Lea Stojanov
Lea Thompson
Leah Ayres
Leah Cairns
Leah Pinsent
Leah Pipes
Leah Purcell
Leah Remini
Leandro Firmino
Leanne Rowe
Lecy Goranson
Lee Arenberg
Lee Armstrong
Lee Beom-soo
Lee Briggs
Lee Byung-hun
Lee Chung-a
Lee Cormie
Lee Dae-yeon
Lee Delong
Lee Eun-ju
Lee Evans
Lee Garlington
Lee Grant
Lee Hang-soo
Lee Ingleby
Lee J. Cobb
Lee Joon
Lee Jung-jae
Lee Majors
Lee Marvin
Lee Meriwether
Lee Min-ki
Lee Nicholas Harris
Lee Norris
Lee Oakes
Lee Pace
Lee Perkins
Lee Remick
Lee Ritchey
Lee Ross
Lee Scott
Lee Seung-Shin
Lee Sheung-Ching
Lee Si-on
Lee Strasberg
Lee Stringer
Lee Tergesen
Lee Thompson Young
Lee Tuson
Lee Valmassy
Lee Van Cleef
Lee Ving
Lee Wallace
Lee Weaver
Lee Young-ae
Lee Young-lan
Lee-Anne Liebenberg
Leehom Wang
Leelee Sobieski
Lei Yu
Leia Thompson
Leif Erickson
Leif Garrett
Leif Tilden
Leigh Lawson
Leigh Lezark
Leigh Whannell
Leighton Cardno
Leighton Meester
Leila Arcieri
Leila Hatami
Leili Kramer
Leisa Pulido
Lejla Hadzimuratovic
Lela Rochon
Leland Orser
Leland Palmer
Leleti Khumalo
Len Cariou
Len Collin
Len Sparrowhawk
Lena
Lena Capuder
Lena Cardwell
Lena Dunham
Lena Headey
Lena Horne
Lena Olin
Lenn Kudrjawizki
Lennart Jähkel
Lennie James
Lennie Loftin
Lenny Henry
Lenny Jacobson
Lenny Kravitz
Lenny McLean
Lenny Scaletta
Lenny Venito
Lenny Von Dohlen
Lenore Zann
Leo Burmester
Leo Fitzpatrick
Leo G. Carroll
Leo Genn
Leo Geter
Leo Marks
Leo McKern
Leo Minaya
Leo O'Brien
Leo Rossi
Leon Askin
Leon Dai
Leon Davis
Leon Ford
Leon G. Thomas III
Leon Greene
Leon Isaac Kennedy
Leon Janney
Leon Rippy
Leon Robinson
Leonard 'Hub' Hubbard
Leonard Carey
Leonard Earl Howze
Leonard Frey
Leonard Harris
Leonard Nimoy
Leonard Parker
Leonard Proxauf
Leonard Roberts
Leonard Rossiter
Leonard Stone
Leonard Termo
Leonardas Pobedonoscevas
Leonardo Cimino
Leonardo DiCaprio
Leonardo Giron
Leonardo Nam
Leonid Citer
Leonid Yarmolnik
Leonie Benesch
Leonor Varela
Leonor Watling
Leopold Stokowski
Les Chantery
Les Williams
Lesley Ann Warren
Lesley Manville
Lesley Nicol
Lesley Sharp
Lesley-Anne Down
Leslie Bibb
Leslie Caron
Leslie Easterbrook
Leslie Hayman
Leslie Hoffman
Leslie Hope
Leslie Howard
Leslie Jones
Leslie Jordan
Leslie Lowe
Leslie Lyles
Leslie Mann
Leslie Nielsen
Leslie Phillips
Leslie Simpson
Leslie Stefanson
Leslie Uggams
Leslie Zemeckis
Lester Allen
Leticia Brédice
Leung Kar-Yan
Lev Friedman
Lev Prygunov
Levan Uchaneishvili
Leven Rambin
Levi Alexander
Levi Kreis
Levi Miller
Levin Henning
Levon Helm
Levy Easterly
Lew Ayres
Lew Temple
Lewis Black
Lewis Fitz-Gerald
Lewis Macleod
Lewis Van Bergen
Lex Barker
Lexa Doig
Lexi Atkins
Lexie Bigham
Lexie Sperduto
Lezlie Deane
Leïla Bekhti
Lhakpa Dorji
Lhakpa Tsamchoe
Li Bingbing
Li Man
Li Yu-Chun
Liam Aiken
Liam Boyle
Liam Broggy
Liam Carney
Liam Cunningham
Liam Dunn
Liam Garrigan
Liam Hemsworth
Liam Hourican
Liam James
Liam McGuigan
Liam McIntyre
Liam McMahon
Liam Neeson
Liam Payne
Liana Liberato
Liana Mendoza
Liane Balaban
Libby Brien
Libby Langdon
Libby Villari
Liesel Matthews
Lieux Dressler
Liev Schreiber
Lil Wayne
Lil' Cease
Lil' Fizz
Lil' JJ
Lil' Kim
Lila Glantzman-Leib
Lila Kedrova
Lili Francks
Lili Sepe
Lili Taylor
Lilia Skala
Liliana Komorowska
Liliana Mocanu
Liliana Mumy
Liliya Shinkaryova
Lilla Crawford
Lillete Dubey
Lilli Lavine
Lilli Palmer
Lillian Adams
Lillian Fontaine
Lillian Gish
Lillian Langdon
Lillias White
Lillo Brancato
Lily Autumn Page
Lily Cole
Lily Collins
Lily Jackson
Lily James
Lily McCann
Lily Pater
Lily Rabe
Lily Tomlin
Lily-Rose Depp
Lilyan Chauvin
Lim Kay Tong
Lim Su-gyeong
Lin Chi-Ling
Lin Shaye
Lin Tucci
Lina Boudreau
Lina Esco
Lina Giornofelice
Lina Romay
Lincoln Hoppe
Lincoln Kilpatrick
Lincoln Lewis
Lincoln Melcher
Linda Bassett
Linda Blair
Linda Cardellini
Linda Cieslik
Linda Emond
Linda Faye Farkas
Linda Fiorentino
Linda Gonzalez
Linda Hamilton
Linda Harrison
Linda Hart
Linda Hunt
Linda Kozlowski
Linda Larkin
Linda Lavin
Linda Manz
Linda McGuire
Linda Moran
Linda Olgeirson
Linden Ashby
Lindiwe Matshikiza
Lindsay Anderson
Lindsay Beamish
Lindsay Crouse
Lindsay Duncan
Lindsay Felton
Lindsay Frost
Lindsay Lohan
Lindsay Michelle Nader
Lindsay Ridgeway
Lindsay Ryan
Lindsay Sloane
Lindsay Torrance
Lindsay Wagner
Lindsey Ginter
Lindsey Haun
Lindy Booth
Lindze Letherman
Line Renaud
Linh Đan Phạm
Linnea Quigley
Linus Roache
Lionel Abelanski
Lionel Atwill
Lionel Barrymore
Lionel Mark Smith
Lionel Stander
Lisa Aldenhoven
Lisa Ann
Lisa Ann Walter
Lisa Arrindell
Lisa Banes
Lisa Barbuscia
Lisa Bonet
Lisa Brenner
Lisa Chung
Lisa Dodson
Lisa Edelstein
Lisa Eilbacher
Lisa Emery
Lisa Flanagan
Lisa Ganjhu
