id,title,original_language
1649,Bill & Ted's Bogus Journey,en
9895,Man of the Year,en
9570,The Black Hole,en
27579,The American,en
16052,Selena,en
40264,Vampires Suck,en
1164,Babel,en
239678,This Is Where I Leave You,en
14359,Doubt,en
3989,Team America: World Police,en
76617,Texas Chainsaw 3D,en
1710,Copycat,en
4258,Scary Movie 5,en
20391,Paint Your Wagon,en
10139,Milk,en
335778,Risen,en
9645,Ghost Ship,en
55465,A Very Harold & Kumar Christmas,en
617,Wild Things,en
19904,The Stepfather,en
48289,The Debt,en
243,High Fidelity,en
6933,One Missed Call,en
17182,Eye for an Eye,en
8848,The Bank Job,en
38,Eternal Sunshine of the Spotless Mind,en
38303,You Again,en
1266,Street Kings,en
107985,The World's End,en
14043,Nancy Drew,en
19901,Daybreakers,en
34016,She's Out of My League,en
59860,Monte Carlo,en
10069,Stay Alive,en
9588,Quigley Down Under,en
12819,Alpha and Omega,en
9954,The Covenant,en
10115,Stick It,en
25132,Shorts,en
577,To Die For,en
328387,Nerve,en
12690,Appaloosa,en
9945,Vampires,en
539,Psycho,en
13596,My Best Friend's Girl,en
226857,Endless Love,en
13159,Georgia Rule,en
47941,Under the Rainbow,en
526,Ladyhawke,en
22796,Simon Birch,en
2355,Reign Over Me,en
5915,Into the Wild,en
9842,School for Scoundrels,en
61012,Silent Hill: Revelation 3D,en
755,From Dusk Till Dawn,en
13682,Pooh's Heffalump Movie,en
9089,Home for the Holidays,en
18357,The Country Bears,en
7979,The Kite Runner,en
470,21 Grams,en
15644,Paparazzi,en
9582,A Guy Thing,en
10642,Loser,en
22074,Capitalism: A Love Story,en
2428,The Greatest Story Ever Told,en
290751,Secret in Their Eyes,en
13805,Disaster Movie,en
4597,Armored,en
9414,The Man Who Knew Too Little,en
63492,What's Your Number?,en
81796,Lockout,en
10710,Envy,en
15092,Crank: High Voltage,en
11382,Bullets Over Broadway,en
15005,One Night with the King,en
8198,The Quiet American,en
6963,The Weather Man,en
15070,Undisputed,en
12797,Ghost Town,en
17134,12 Rounds,en
41402,Let Me In,en
18885,3 Ninjas Kick Back,en
4953,Be Kind Rewind,en
10773,Mrs Henderson Presents,en
146198,Triple 9,en
2639,Deconstructing Harry,en
10563,Three to Tango,en
295964,Burnt,en
5971,We're No Angels,en
9716,Everyone Says I Love You,en
11835,Death Sentence,en
26171,Everybody's Fine,en
31117,Superbabies: Baby Geniuses 2,en
9074,The Man,en
14396,Code Name: The Cleaner,en
15673,Connie and Carla,en
42618,Sweet Charity,en
171274,Inherent Vice,en
24432,Doogal,en
109417,Battle of the Year,en
13948,An American Carol,en
106747,Machete Kills,en
10929,Willard,en
14220,Strange Wilderness,en
46435,Topsy-Turvy,en
256962,Little Boy,en
48231,A Dangerous Method,en
3509,A Scanner Darkly,en
82684,Chasing Mavericks,en
12142,Alone in the Dark,en
23367,Bandslam,en
10740,Birth,en
241239,A Most Violent Year,en
14582,Passchendaele,en
14914,Flash of Genius,en
3902,I'm Not There.,en
77948,The Cold Light of Day,en
21755,The Brothers Bloom,en
4960,"Synecdoche, New York",en
40932,Can't Stop the Music,en
16608,The Proposition,en
334531,My All American,en
32316,Marci X,en
7299,Equilibrium,en
19457,The Yards,en
112937,The Oogieloves in the Big Balloon Adventure,en
314385,By the Sea,en
29078,The Game of Their Lives,en
46503,All Good Things,en
10448,Rapa Nui,en
43935,Dylan Dog: Dead of Night,en
11458,People I Know,en
44638,The Tempest,en
241257,Regression,en
14538,Three Kingdoms: Resurrection of the Dragon,en
13250,Butterfly on a Wheel,en
133931,Zambezia,en
239897,Dwegons,en
184341,Hands of Stone,en
334074,Survivor,en
199373,The Frozen Ground,en
14202,The Painted Veil,en
581,Dances with Wolves,en
52449,Bad Teacher,en
12150,Sea of Love,en
11247,A Cinderella Story,en
4232,Scream,en
9378,Thir13en Ghosts,en
694,The Shining,en
105,Back to the Future,en
11377,House on Haunted Hill,en
26367,I Can Do Bad All By Myself,en
385383,Fight Valley,en
41210,The Switch,en
12090,Just Married,en
62630,The Devil's Double,en
16110,Thomas and the Magic Railroad,en
29427,The Crazies,en
2669,The Bounty,en
203833,The Book Thief,en
13523,Sex Drive,en
25195,Leap Year,en
17277,The Fall of the Roman Empire,en
50725,Take Me Home Tonight,en
82631,Won't Back Down,en
73191,The Nutcracker,en
22479,Kansas City,en
340611,Indignation,en
10065,The Amityville Horror,en
2757,Adaptation.,en
11683,Land of the Dead,en
1878,Fear and Loathing in Las Vegas,en
23082,The Invention of Lying,en
195589,Neighbors,en
854,The Mask,en
2280,Big,en
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,en
8835,Legally Blonde,en
157,Star Trek III: The Search for Spock,en
8643,The Exorcism of Emily Rose,en
10402,Deuce Bigalow: Male Gigolo,en
218043,Left Behind,en
9043,The Family Stone,en
21301,Barbershop 2:  Back in Business,en
10147,Bad Santa,en
816,Austin Powers: International Man of Mystery,en
302688,My Big Fat Greek Wedding 2,en
60307,Diary of a Wimpy Kid: Rodrick Rules,en
106,Predator,en
279,Amadeus,en
8617,Prom Night,en
10625,Mean Girls,en
10934,Under the Tuscan Sun,en
5279,Gosford Park,en
10013,Peggy Sue Got Married,en
194662,Birdman,en
160588,Blue Jasmine,en
9829,United 93,en
10028,Honey,en
10535,Spy Hard,en
790,The Fog,en
43959,Soul Surfer,en
10364,Catch-22,en
16991,Observe and Report,en
9610,Conan the Destroyer,en
1578,Raging Bull,en
25643,Love Happens,en
11904,Young Sherlock Holmes,en
28665,Fame,en
44115,127 Hours,en
10569,Small Time Crooks,en
10560,Center Stage,en
333348,Love the Coopers,en
20483,Catch That Kid,en
11457,Life as a House,en
321697,Steve Jobs,en
19840,"I Love You, Beth Cooper",en
22327,Youth in Revolt,en
38665,The Legend of the Lone Ranger,en
2575,The Tailor of Panama,en
11644,Blow Out,en
146227,Getaway,en
68924,The Ice Storm,en
253235,And So It Goes,en
22102,Troop Beverly Hills,en
18701,Being Julia,en
10068,Nine 1/2 Weeks,en
848,Dragonslayer,en
36811,The Last Station,en
522,Ed Wood,en
130150,Labor Day,en
13809,RockNRolla,en
27380,Megaforce,en
10549,Hamlet,en
33870,Mao's Last Dancer,en
245703,Midnight Special,en
10739,Anything Else,en
127560,The Railway Man,en
396152,Restoration,en
10017,The Wraith,en
11468,Salton Sea,en
193613,Metallica: Through the Never,en
17436,The Informers,en
43434,Carlos,en
31166,I Come with the Rain,en
69848,One Man's Hero,en
8408,Day of the Dead,en
332411,I Am Wrath,en
9626,Red Sonja,en
75638,Red Lights,en
8363,Superbad,en
15670,Madea Goes to Jail,en
290555,Wolves,en
8328,Step Up 2: The Streets,en
10982,Hoodwinked!,en
205,Hotel Rwanda,en
1620,Hitman,en
175541,Black Nativity,en
241254,The Prince,en
31932,City of Ghosts,en
1933,The Others,en
679,Aliens,en
11113,My Fair Lady,en
3597,I Know What You Did Last Summer,en
193893,Let's Be Cops,en
9675,Sideways,en
9988,Beerfest,en
948,Halloween,en
21765,Good Boy!,en
146304,The Best Man Holiday,en
7516,Smokin' Aces,en
41439,Saw: The Final Chapter,en
2752,40 Days and 40 Nights,en
9429,A Night at the Roxbury,en
38117,Beastly,en
9792,The Hills Have Eyes,en
13778,Dickie Roberts: Former Child Star,en
228203,"McFarland, USA",en
41382,Lottery Ticket,en
13960,ATL,en
114150,Pitch Perfect,en
26602,Summer Catch,en
10223,A Simple Plan,en
16028,They,en
15639,Larry the Cable Guy: Health Inspector,en
16112,The Adventures of Elmo in Grouchland,en
26390,Brooklyn's Finest,en
27759,55 Days at Peking,en
109428,Evil Dead,en
23049,My Life in Ruins,en
9310,American Dreamz,en
11411,Superman IV: The Quest for Peace,en
16988,How She Move,en
7304,Running Scared,en
24747,Bobby Jones: Stroke of Genius,en
58048,Shanghai Surprise,en
1491,The Illusionist,en
2989,Roar,en
10629,Veronica Guerin,en
255343,Escobar: Paradise Lost,en
4723,Southland Tales,en
25763,Damnation Alley,en
79694,The Apparition,en
4032,My Girl,en
18615,Fur: An Imaginary Portrait of Diane Arbus,en
10673,Wall Street,en
4584,Sense and Sensibility,en
2977,Becoming Jane,en
10760,Sydney White,en
11093,House of Sand and Fog,en
207,Dead Poets Society,en
8467,Dumb and Dumber,en
639,When Harry Met Sally...,en
24226,The Verdict,en
9285,Road Trip,en
14709,Varsity Blues,en
74643,The Artist,en
13788,The Unborn,en
83666,Moonrise Kingdom,en
10781,The Texas Chainsaw Massacre: The Beginning,en
318850,The Young Messiah,en
13908,The Master of Disguise,en
39180,See Spot Run,en
16161,Baby Boy,en
49950,The Roommate,en
10956,Joe Dirt,en
9594,Double Impact,en
4638,Hot Fuzz,en
13972,The Women,en
5038,Vicky Cristina Barcelona,en
10571,Boys and Girls,en
10994,White Oleander,en
19994,Jennifer's Body,en
25166,Drowning Mona,en
30890,Radio Days,en
23169,Remember Me,en
17403,How to Deal,en
12120,My Stepmother is an Alien,en
9800,Philadelphia,en
1090,The Thirteenth Floor,en
18475,The Cookout,en
40160,Meteor,en
18074,Duets,en
9689,Hollywood Ending,en
9781,Detroit Rock City,en
8009,Highlander,en
3877,Things We Lost in the Fire,en
8854,Steel,en
152599,The Immigrant,en
18840,The White Countess,en
68727,Trance,en
12657,Soul Plane,en
12410,Good,en
34647,Enter the Void,en
73935,Vamps,en
28178,Hachi: A Dog's Tale,en
185567,Zulu,en
264656,The Homesman,en
35696,Juwanna Mann,en
16351,Ararat,en
38717,Madison,en
18777,Slow Burn,en
9035,Slither,en
90,Beverly Hills Cop,en
771,Home Alone,en
9576,Tootsie,en
744,Top Gun,en
14,American Beauty,en
45269,The King's Speech,en
9493,Twins,en
22556,The Yellow Handkerchief,en
873,The Color Purple,en
205596,The Imitation Game,en
10765,Private Benjamin,en
16769,Coal Miner's Daughter,en
33217,Diary of a Wimpy Kid,en
132232,Mama,en
11153,National Lampoon's Vacation,en
208134,Bad Grandpa,en
1165,The Queen,en
4011,Beetlejuice,en
17202,Why Did I Get Married?,en
9587,Little Women,en
65086,The Woman in Black,en
10053,When a Stranger Calls,en
11870,Big Fat Liar,en
11778,The Deer Hunter,en
586,Wag the Dog,en
18736,The Lizzie McGuire Movie,en
134411,Snitch,en
287903,Krampus,en
9276,The Faculty,en
15765,What's Love Got to Do with It,en
2142,Cop Land,en
11397,Not Another Teen Movie,en
77016,End of Watch,en
11478,The Skulls,en
266856,The Theory of Everything,en
13411,Malibu's Most Wanted,en
10564,Where the Heart Is,en
947,Lawrence of Arabia,en
24150,Halloween II,en
228970,Wild,en
18405,The Last House on the Left,en
6961,The Wedding Date,en
11442,Halloween: Resurrection,en
2493,The Princess Bride,en
14047,The Great Debaters,en
64690,Drive,en
11132,Confessions of a Teenage Drama Queen,en
17127,The Object of My Affection,en
1562,28 Weeks Later,en
232679,When the Game Stands Tall,en
17880,Because of Winn-Dixie,en
14736,Love & Basketball,en
9434,Grosse Pointe Blank,en
23706,All About Steve,en
11531,Book of Shadows: Blair Witch 2,en
9100,The Craft,en
116,Match Point,en
38843,Ramona and Beezus,en
1245,The Remains of the Day,en
4995,Boogie Nights,en
10413,Nowhere to Run,en
14012,Flicka,en
9793,The Hills Have Eyes 2,en
12212,Urban Legends: Final Cut,en
13768,Tuck Everlasting,en
8975,The Marine,en
342521,Keanu,en
45272,Country Strong,en
9424,Disturbing Behavior,en
97367,The Place Beyond the Pines,en
254904,The November Man,en
18681,Eye of the Beholder,en
12162,The Hurt Locker,en
11495,Firestarter,en
64689,Killing Them Softly,en
157849,A Most Wanted Man,en
13166,Freddy Got Fingered,en
15511,VeggieTales: The Pirates Who Don't Do Anything,en
37003,U2 3D,en
12211,Highlander: Endgame,en
13816,Idlewild,en
51828,One Day,en
22798,Whip It,en
7501,Knockaround Guys,en
10743,Confidence,en
37718,The Muse,en
15237,De-Lovely,en
9686,New York Stories,en
17644,Barney's Great Adventure,en
97430,The Man with the Iron Fists,en
12257,Home Fries,en
13539,Here On Earth,en
68,Brazil,en
14024,Raise Your Voice,en
115,The Big Lebowski,en
7874,Black Snake Moan,en
4911,Dark Blue,en
1988,A Mighty Heart,en
16222,Whatever It Takes,en
9557,Boat Trip,en
9026,The Importance of Being Earnest,en
57943,The Love Letter,en
18276,Hoot,en
8321,In Bruges,en
72359,Peeples,en
10186,The Rocker,en
25704,Post Grad,en
133694,Promised Land,en
19265,Whatever Works,en
36047,The In Crowd,en
8053,The Three Burials of Melquiades Estrada,en
2290,Jakob the Liar,en
5236,Kiss Kiss Bang Bang,en
6552,Idle Hands,en
1018,Mulholland Drive,en
10075,Blood and Chocolate,en
38031,You Will Meet a Tall Dark Stranger,en
42188,Never Let Me Go,en
112430,The Company,en
6687,Transsiberian,en
13853,The Clan of the Cave Bear,en
31306,Crazy in Alabama,en
8461,Funny Games,en
331592,Listening,en
47692,Felicia's Journey,en
400,Things to Do in Denver When You're Dead,en
9104,Buffalo Soldiers,en
23759,Centurion,en
24206,Silent Trigger,en
10185,The Midnight Meat Train,en
75033,Winnie Mandela,en
74536,The Son of No One,en
31668,All The Queen's Men,en
13501,The Good Night,en
15208,Bathory: Countess of Blood,en
172391,Khumba,en
262543,Automata,en
9288,Dungeons & Dragons: Wrath of the Dragon God,en
40880,Pandaemonium,en
137,Groundhog Day,en
264999,Magic Mike XXL,en
454,Romeo + Juliet,en
288980,Freedom,en
33,Unforgiven,en
12405,Slumdog Millionaire,en
10998,Fatal Attraction,en
114,Pretty Woman,en
9396,Crocodile Dundee II,en
319910,Broken Horses,en
2604,Born on the Fourth of July,en
864,Cool Runnings,en
14435,My Bloody Valentine,en
1931,Stomp the Yard,en
691,The Spy Who Loved Me,en
9877,Urban Legend,en
62008,Good Deeds,en
12227,White Fang,en
13824,Superstar,en
71688,The Iron Lady,en
15173,Jonah: A VeggieTales Movie,en
8291,Poetic Justice,en
13950,All About the Benjamins,en
12158,Vampire in Brooklyn,en
11586,Exorcist II: The Heretic,en
10008,An American Haunting,en
2830,My Boss's Daughter,en
12403,A Perfect Getaway,en
34563,Our Family Wedding,en
14557,Dead Man on Campus,en
10368,Tea with Mussolini,en
10280,Thinner,en
12637,"New York, New York",en
34152,Crooklyn,en
14434,I Think I Love My Wife,en
11470,Jason X,en
10741,Bobby,en
24940,Head Over Heels,en
82679,Fun Size,en
1440,Little Children,en
18041,Gossip,en
28029,A Walk on the Moon,en
1123,Catch a Fire,en
14033,Soul Survivors,en
87729,Jefferson in Paris,en
16899,Easy Virtue,en
41317,Caravans,en
245700,Mr. Turner,en
16005,The Lucky Ones,en
44754,Margaret,en
23988,Stan Helsing,en
43949,Flipped,en
142,Brokeback Mountain,en
9603,Clueless,en
10712,Far from Heaven,en
243938,Hot Tub Time Machine 2,en
10876,Quills,en
86838,Seven Psychopaths,en
25208,The Caveman's Valentine,en
97370,Under the Skin,en
801,"Good Morning, Vietnam",en
70829,The Last Godfather,en
54518,Justin Bieber: Never Say Never,en
44214,Black Swan,en
240,The Godfather: Part II,en
9816,Save the Last Dance,en
10131,A Nightmare on Elm Street 4: The Dream Master,en
339984,Miracles from Heaven,en
8859,"Dude, Where’s My Car?",en
11967,Young Guns,en
239563,St. Vincent,en
222899,About Last Night,en
4951,10 Things I Hate About You,en
10985,The New Guy,en
9644,National Lampoon's Loaded Weapon 1,en
332567,The Shallows,en
1954,The Butterfly Effect,en
15489,Snow Day,en
15250,This Christmas,en
22345,Baby Geniuses,en
9448,The Big Hit,en
38223,Harriet the Spy,en
11186,Child's Play 2,en
136835,No Good Deed,en
5876,The Mist,en
264660,Ex Machina,en
492,Being John Malkovich,en
25462,Two Can Play That Game,en
238603,Earth to Echo,en
10691,Crazy/Beautiful,en
1251,Letters from Iwo Jima,en
5172,The Astronaut Farmer,en
58680,Woo,en
264644,Room,en
14577,Dirty Work,en
11592,Serial Mom,en
16406,Dick,en
19052,Light It Up,en
3682,54,en
9683,Bubble Boy,en
2084,Birthday Girl,en
107811,21 & Over,en
13074,Resurrecting the Champ,en
144340,Admission,en
48217,The Widow of Saint-Pierre,en
28211,Chloe,en
47502,Faithful,en
9950,Find Me Guilty,en
84892,The Perks of Being a Wallflower,en
24227,Excessive Force,en
9672,Infamous,en
44853,The Claim,en
157544,The Vatican Tapes,en
59678,Attack the Block,en
79777,In the Land of Blood and Honey,en
158011,The Call,en
17043,The Crocodile Hunter: Collision Course,en
8952,I Love You Phillip Morris,en
13435,Antwone Fisher,en
17187,The Emperor's Club,en
319,True Romance,en
59457,Womb,en
9504,Glengarry Glen Ross,en
37414,The Killer Inside Me,en
6217,Cat People,en
26688,Sorority Row,en
43867,The Prisoner of Zenda,en
6615,Lars and the Real Girl,en
14574,The Boy in the Striped Pyjamas,en
16,Dancer in the Dark,en
39780,Oscar and Lucinda,en
21612,The Funeral,en
36691,Solitary Man,en
23631,Machete,en
45324,Casino Jack,en
12144,The Land Before Time,en
56601,The Perfect Game,en
9552,The Exorcist,en
578,Jaws,en
2105,American Pie,en
10136,The Golden Child,en
67660,Think Like a Man,en
10611,Barbershop,en
154,Star Trek II: The Wrath of Khan,en
3049,Ace Ventura: Pet Detective,en
860,WarGames,en
9281,Witness,en
75674,Act of Valor,en
9762,Step Up,en
3179,Beavis and Butt-Head Do America,en
184,Jackie Brown,en
13335,Harold & Kumar Escape from Guantanamo Bay,en
76726,Chronicle,en
10269,Yentl,en
36819,Time Bandits,en
17130,Crossroads,en
57214,Project X,en
11202,Patton,en
9357,One Hour Photo,en
13812,Quarantine,en
9030,The Eye,en
19084,Johnson Family Vacation,en
8386,How High,en
10437,The Muppet Christmas Carol,en
1360,Frida,en
101267,Katy Perry: Part of Me,en
222935,The Fault in Our Stars,en
10220,Rounders,en
284296,Top Five,en
31915,Prophecy,en
11601,Stir of Echoes,en
205220,Philomena,en
11354,The Upside of Anger,en
16241,The Boys from Brazil,en
14191,Aquamarine,en
286565,Paper Towns,en
26710,My Baby's Daddy,en
129670,Nebraska,en
9059,Tales from the Crypt: Demon Knight,en
34549,Max Keeble's Big Move,en
57157,Young Adult,en
1948,Crank,en
28353,Def Jam's How to Be a Player,en
46889,Living Out Loud,en
38093,Just Wright,en
14976,Rachel Getting Married,en
11027,The Postman Always Rings Twice,en
3635,Girl with a Pearl Earring,en
6020,Sorority Boys,en
122906,About Time,en
60599,Arbitrage,en
227719,Project Almanac,en
14299,Cadillac Records,en
19419,Screwed,en
12088,Fortress,en
14799,For Your Consideration,en
9466,Celebrity,en
7510,Running with Scissors,en
31246,From Justin to Kelly,en
61752,Girl 6,en
10944,In the Cut,en
10362,Two Lovers,en
14778,Last Orders,en
45226,The Pursuit of D.B. Cooper,en
10212,Ravenous,en
8669,Charlie Bartlett,en
16857,The Dangerous Lives of Altar Boys,en
86825,Stoker,en
8060,Married Life,en
15907,Duma,en
38448,Ondine,en
9260,Welcome to Collinwood,en
61337,Critical Care,en
13079,The Life Before Her Eyes,en
89325,Darling Companion,en
4170,Trade,en
12479,Breakfast of Champions,en
10133,Cypher,en
50601,5 Days of War,en
26466,Triangle,en
345003,10 Days in a Madhouse,en
236751,Heaven is for Real,en
107,Snatch,en
8913,Pet Sematary,en
18530,The Cry of the Owl,en
927,Gremlins,en
11,Star Wars,en
291870,Dirty Grandpa,en
907,Doctor Zhivago,en
11887,High School Musical 3: Senior Year,en
45317,The Fighter,en
12094,Jackass Number Two,en
10377,My Cousin Vinny,en
249164,If I Stay,en
256092,Drive Hard,en
9942,Major League,en
10748,St. Trinian's,en
1817,Phone Booth,en
10229,A Walk to Remember,en
687,Dead Man Walking,en
796,Cruel Intentions,en
22804,Saw VI,en
10156,History of the World: Part I,en
12837,The Secret Life of Bees,en
17708,Corky Romano,en
13937,Raising Cain,en
28932,F.I.S.T.,en
31909,Invaders from Mars,en
167073,Brooklyn,en
3175,Barry Lyndon,en
14369,Out Cold,en
16888,The Ladies Man,en
121826,Quartet,en
10646,Tomcats,en
12149,Frailty,en
304357,Woman in Gold,en
11184,Kinsey,en
766,Army of Darkness,en
20009,Slackers,en
1587,What's Eating Gilbert Grape,en
30973,The Visual Bible: The Gospel of John,en
11109,Vera Drake,en
9027,The Guru,en
63020,The Perez Family,en
86829,Inside Llewyn Davis,en
11065,O,en
13888,Return to the Blue Lagoon,en
42345,The Molly Maguires,en
13994,Romance & Cigarettes,en
1590,Copying Beethoven,en
62728,Brighton Rock,en
11917,Saw V,en
80271,LOL,en
4657,Jindabyne,en
24137,An Ideal Husband,en
190847,The Last Days on Mars,en
11056,Darkness,en
62,2001: A Space Odyssey,en
601,E.T. the Extra-Terrestrial,en
13067,In the Land of Women,en
25379,The Blue Butterfly,en
88641,There Goes My Baby,en
14877,September Dawn,en
96399,For Greater Glory - The True Story of Cristiada,en
489,Good Will Hunting,en
373314,Misconduct,en
214,Saw III,en
10890,Stripes,en
1588,Bring It On,en
316727,The Purge: Election Year,en
10314,She's All That,en
663,Saw IV,en
11804,White Noise,en
16781,Madea's Family Reunion,en
11873,The Color of Money,en
9289,The Longest Day,en
10414,The Mighty Ducks,en
1970,The Grudge,en
9614,Happy Gilmore,en
8922,Jeepers Creepers,en
1648,Bill & Ted's Excellent Adventure,en
17917,Oliver!,en
74534,The Best Exotic Marigold Hotel,en
19405,Recess: School's Out,en
9355,Mad Max Beyond Thunderdome,en
10999,Commando,en
321258,The Boy,en
44040,Devil,en
10426,Friday After Next,en
280092,Insidious: Chapter 3,en
13938,The Last Dragon,en
10163,The Lawnmower Man,en
12182,Nick and Norah's Infinite Playlist,en
1832,Dogma,en
9034,The Banger Sisters,en
15301,Twilight Zone: The Movie,en
10135,Road House,en
26352,A Low Down Dirty Shame,en
20616,Swimfan,en
9794,Employee of the Month,en
15037,Can't Hardly Wait,en
227,The Outsiders,en
294272,Pete's Dragon,en
11336,The Dead Zone,en
283445,Sinister 2,en
88036,Sparkle,en
10984,Valentine,en
22824,The Fourth Kind,en
9526,A Prairie Home Companion,en
39349,Sugar Hill,en
15983,Invasion U.S.A.,en
14544,Roll Bounce,en
11545,Rushmore,en
42684,Skyline,en
268238,The Second Best Exotic Marigold Hotel,en
8359,Kit Kittredge: An American Girl,en
15648,The Perfect Man,en
41823,Mo' Better Blues,en
11891,Kung Pow: Enter the Fist,en
9362,Tremors,en
9902,Wrong Turn,en
14729,The Long Riders,en
9455,The Corruptor,en
103731,Mud,en
10090,Reno 911!: Miami,en
164558,One Direction: This Is Us,en
19905,"The Goods: Live Hard, Sell Hard",en
17710,Hey Arnold! The Movie,en
75900,My Week with Marilyn,en
9515,The Matador,en
27322,Love Jones,en
328425,The Gift,en
14120,End of the Spear,en
10050,Get Over It,en
1542,Office Space,en
10490,Drop Dead Gorgeous,en
87093,Big Eyes,en
10029,Very Bad Things,en
9893,Sleepover,en
11507,Body Double,en
37931,MacGruber,en
3472,Dirty Pretty Things,en
87818,Movie 43,en
13160,Over Her Dead Body,en
88005,Seeking a Friend for the End of the World,en
52067,Cedar Rapids,en
73,American History X,en
134597,The Collection,en
24034,Teacher's Pet,en
14283,The Red Violin,en
404,The Straight Story,en
13201,Deuces Wild,en
209403,Bad Words,en
7942,"Run, Fatboy, Run",en
73247,Heartbeeps,en
253331,Black or White,en
34043,On the Line,en
9952,Rescue Dawn,en
256924,Danny Collins,en
82532,"Jeff, Who Lives at Home",en
134371,Atlas Shrugged Part II,en
2088,Romeo Is Bleeding,en
10388,The Limey,en
1640,Crash,en
25520,The House of Mirth,en
27342,Malone,en
13689,Peaceful Warrior,en
67911,Bucky Larson: Born to Be a Star,en
24664,Bamboozled,en
329440,The Forest,en
47890,Sphinx,en
252512,While We're Young,en
55720,A Better Life,en
9613,Spider,en
29076,Gun Shy,en
29339,Nicholas Nickleby,en
68812,The Iceman,en
14195,Cecil B. Demented,en
73567,Killer Joe,en
41479,The Joneses,en
15394,Owning Mahowny,en
10071,The Brothers Solomon,en
1989,My Blueberry Nights,en
91076,Illuminata,en
12779,Swept Away,en
13191,"War, Inc.",en
12703,The Brown Bunny,en
222649,Rosewater,en
115872,The Chambermaid on the Titanic,en
101173,Coriolanus,en
25350,Imaginary Heroes,en
10034,High Heels and Low Lifes,en
20178,World's Greatest Dad,en
5072,Severance,en
18191,Edmond,en
31007,Welcome to the Rileys,en
11546,Police Academy: Mission to Moscow,en
41894,Blood Done Sign My Name,en
268171,Elsa & Fred,en
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",en
24663,The Open Road,en
39037,The Good Guy,en
22805,Motherhood,en
39055,Free Style,en
245846,Strangerland,en
25186,Janky Promoters,en
15017,Blonde Ambition,en
12245,The Oxford Murders,en
49787,The Reef,en
16358,Eulogy,en
7006,White Noise 2: The Light,en
66767,Beat the World,en
17622,Fifty Dead Men Walking,en
283671,Jungle Shuffle,en
18516,Adam Resurrected,en
42057,It's a Wonderful Afterlife,en
17577,The Devil's Tomb,en
14608,Partition,en
34417,Good Intentions,en
78383,Nurse 3-D,en
43090,Gunless,en
16614,Adventureland,en
9700,The Lost City,en
10471,Next Friday,en
250066,American Heist,en
667,You Only Live Twice,en
208869,Plastic,en
10306,Poltergeist III,en
106845,Re-Kill,en
11576,"It's a Mad, Mad, Mad, Mad World",en
11827,Heavy Metal,en
22820,Gentlemen Broncos,en
31174,Richard III,en
244316,Into the Grizzly Maze,en
37737,Kites,en
66125,Red Dog,en
348,Alien,en
30497,The Texas Chain Saw Massacre,en
27586,The Runaways,en
14811,Fiddler on the Roof,en
660,Thunderball,en
68684,Detention,en
9400,Set It Off,en
16162,The Best Man,en
10585,Child's Play,en
2359,Sicko,en
238636,The Purge: Anarchy,en
10472,Down to You,en
11282,Harold & Kumar Go to White Castle,en
6521,The Contender,en
14181,Boiler Room,en
1621,Trading Places,en
9656,Black Christmas,en
16428,Breakin' All the Rules,en
10705,Henry V,en
8272,The Savages,en
24621,Chasing Papi,en
1619,The Way of the Gun,en
9685,Igby Goes Down,en
14425,PCU,en
14624,The Ultimate Gift,en
10179,The Ice Pirates,en
15568,Gracie,en
14057,Trust the Man,en
12621,Hamlet 2,en
1808,Velvet Goldmine,en
67675,Glee: The Concert Movie,en
29514,Two Evil Eyes,en
12454,All or Nothing,en
39806,Princess Kaiulani,en
15699,Opal Dream,en
17926,Undiscovered,en
291081,Red Riding: In the Year of Our Lord 1974,en
25968,Veronika Decides to Die,en
9671,Crocodile Dundee,en
52010,"Ultramarines: A Warhammer 40,000 Movie",en
11588,The I Inside,en
43418,Beneath Hill 60,en
13483,Awake,en
333355,Star Wars: Clone Wars: Volume 1,en
327833,Skin Trade,en
1547,The Lost Boys,en
25196,Crazy Heart,en
16323,The Rose,en
175528,Baggage Claim,en
8069,Barbarella,en
71805,Shipwrecked,en
9451,Election,en
16727,The Namesake,en
272693,The DUFF,en
10696,Glitter,en
150202,The Haunting in Connecticut 2: Ghosts of Georgia,en
29963,Bright Star,en
26022,My Name Is Khan,en
152747,All Is Lost,en
62676,Limbo,en
20360,Namastey London,en
1116,The Wind That Shakes the Barley,en
11620,Quo Vadis,en
14353,Repo! The Genetic Opera,en
680,Pulp Fiction,en
11176,The Muppet Movie,en
242582,Nightcrawler,en
11217,Club Dread,en
15121,The Sound of Music,en
2619,Splash,en
773,Little Miss Sunshine,en
235,Stand by Me,en
170,28 Days Later,en
14114,You Got Served,en
10734,Escape from Alcatraz,en
37964,Brown Sugar,en
28121,A Thin Line Between Love and Hate,en
40807,50/50,en
10885,Shutter,en
225565,That Awkward Moment,en
16471,Modern Problems,en
385736,Kicks,en
11971,Much Ado About Nothing,en
668,On Her Majesty's Secret Service,en
11596,New Nightmare,en
14429,Drive Me Crazy,en
13751,Akeelah and the Bee,en
9490,Half Baked,en
14536,New in Town,en
1359,American Psycho,en
9962,The Good Girl,en
22821,The Boondock Saints II: All Saints Day,en
42819,The City of Your Final Destination,en
209263,Enough Said,en
37735,Easy A,en
59930,The Inkwell,en
